applicant_name,age,gender,marital_status,dependents,education,employment_type,years_of_employment,monthly_income,bank_balance,existing_emi,existing_loan_amount,debt_to_income_ratio,credit_score,credit_history,previous_defaults,loan_amount_requested,loan_tenure,loan_purpose,collateral_value,property_area,loan_status
Kavita Kapoor,36,Female,Married,2,Not Graduate,Business Owner,9.8,120144.41,689375.18,21493.31,832155.7,17.89,670,1,4,366687.21,120,Personal,778.23,Semiurban,Y
Manish Tiwari,54,Female,Married,3+,Not Graduate,Salaried,5.0,57343.39,321503.68,14626.11,338325.93,25.51,605,1,0,2255164.13,24,Business,3130239.9,Urban,Y
Geeta Chopra,23,Female,Married,0,Graduate,Self-Employed,2.2,86836.1,231940.06,24575.93,1209298.33,28.3,660,1,0,2166588.81,36,Vehicle,4544.89,Semiurban,Y
Anjali Verma,25,Male,Single,1,Graduate,Business Owner,6.7,157466.98,771787.03,63285.97,3000000.0,40.19,852,1,0,10000000.0,240,Home,4942.86,Rural,Y
Sunita Pandey,32,Female,Married,0,Not Graduate,Salaried,12.2,112011.48,469973.9,9089.06,121966.27,8.11,652,0,2,10000000.0,480,Home,15000000.0,Urban,N
Aarav Shah,60,Female,Single,0,Not Graduate,Retired,17.2,16869.08,34912.44,2786.24,121707.48,16.52,608,1,2,248566.57,120,Medical,99.53,Semiurban,Y
Kiara Gupta,65,Male,Married,2,Not Graduate,Business Owner,9.9,118799.06,681019.35,17109.77,320795.72,14.4,563,0,1,8698741.85,36,Home,10224791.13,Urban,N
Sanjay Mishra,40,Male,Single,0,Graduate,Retired,27.9,98989.99,674830.47,4019.31,159765.75,4.06,590,0,1,1520996.64,180,Vehicle,466.59,Rural,N
Ananya Sharma,23,Male,Single,0,Graduate,Salaried,3.2,146023.07,1056820.35,14417.4,532772.32,9.87,545,0,3,2993357.07,300,Vehicle,3031208.04,Urban,Y
Karan Sharma,21,Male,Single,0,Not Graduate,Self-Employed,0.5,124523.81,353166.56,53460.79,1191431.53,42.93,469,1,0,902859.8,180,Medical,477.97,Urban,Y
Lakshmi Mishra,59,Female,Married,1,Graduate,Self-Employed,34.2,44804.85,248809.68,12275.02,275880.69,27.4,579,1,0,1060784.02,180,Business,3154.6,Urban,N
Meera Joshi,41,Female,Married,0,Graduate,Self-Employed,5.9,35759.72,193204.89,8803.0,359102.31,24.62,647,0,2,2642328.74,180,Home,4574229.01,Semiurban,N
Diya Kumar,24,Male,Married,0,Graduate,Salaried,0.6,72619.53,481998.63,10982.25,255065.58,15.12,701,1,0,818168.35,12,Vehicle,3388.57,Semiurban,Y
Tara Reddy,58,Male,Married,2,Graduate,Business Owner,8.6,78641.46,530206.0,38060.19,447570.23,48.4,713,1,0,7036749.78,24,Home,10886923.46,Semiurban,Y
Aadhya Sharma,44,Female,Single,0,Graduate,Business Owner,20.1,110290.55,778757.83,30147.17,1451145.19,27.33,680,0,3,1563741.66,24,Vehicle,2036077.11,Semiurban,Y
Navya Rao,36,Male,Married,0,Graduate,Retired,16.4,37126.42,147198.7,16510.37,766830.95,44.47,628,1,0,831945.52,60,Business,1047225.25,Urban,N
Suresh Chopra,41,Male,Married,1,Not Graduate,Salaried,12.1,134119.64,960859.33,7414.13,204313.31,5.53,443,1,1,7461142.55,300,Business,9252064.6,Semiurban,Y
Riya Kapoor,31,Female,Single,0,Not Graduate,Business Owner,4.3,157304.71,491778.65,70134.77,2289742.99,44.59,743,1,2,622535.37,240,Education,1267.96,Urban,Y
Sanjay Agarwal,62,Male,Single,0,Not Graduate,Salaried,34.9,121207.55,427204.8,8994.13,396108.67,7.42,609,0,3,1904371.79,60,Personal,1846430.79,Urban,N
Reyansh Singh,56,Female,Married,0,Graduate,Unemployed,0.0,10000.0,54927.64,1499.77,56616.71,15.0,788,0,0,86744.91,240,Vehicle,74091.04,Rural,N
Ishaan Patel,29,Female,Married,2,Not Graduate,Salaried,4.8,70934.57,533523.63,12624.33,507680.71,17.8,599,0,0,544470.62,120,Personal,2013.71,Semiurban,N
Aadhya Malhotra,54,Male,Married,1,Graduate,Salaried,4.1,59751.29,349351.35,31744.22,850952.33,53.13,571,0,2,6695132.74,180,Home,6439026.16,Urban,Y
Anjali Mehta,29,Male,Married,3+,Graduate,Salaried,9.0,56867.14,165848.03,19695.45,1147875.44,34.63,483,1,0,905593.26,240,Business,3340.06,Semiurban,N
Ira Sharma,41,Female,Married,0,Not Graduate,Salaried,19.3,50501.67,84379.95,14283.01,845661.79,28.28,681,1,0,2427509.86,12,Home,3810921.19,Urban,Y
Yash Agarwal,54,Male,Married,3+,Graduate,Salaried,22.9,86917.21,651882.51,12513.0,354594.04,14.4,712,1,0,5365312.88,180,Home,4607406.48,Urban,Y
Diya Sharma,22,Male,Married,0,Graduate,Self-Employed,2.8,55983.09,68956.94,24221.54,978652.5,43.27,548,0,2,5395021.83,360,Home,9167614.52,Semiurban,N
Ishaan Sharma,53,Male,Married,2,Graduate,Salaried,5.2,131181.52,252277.91,59485.12,3000000.0,45.35,551,0,2,351513.23,480,Other,2783.51,Urban,N
Karan Singh,31,Female,Single,0,Graduate,Salaried,7.5,27462.81,20520.76,8117.83,141464.82,29.56,775,0,1,217655.21,300,Vehicle,351403.84,Urban,N
Krishna Joshi,52,Male,Single,0,Graduate,Salaried,17.0,83184.41,386912.46,44119.64,1819075.22,53.04,566,0,0,476805.36,12,Vehicle,733069.94,Semiurban,N
Priya Reddy,43,Male,Married,2,Graduate,Business Owner,4.1,232643.19,1042096.0,127963.15,3000000.0,55.0,688,0,0,2591984.77,60,Personal,3902.31,Rural,N
Saanvi Iyer,22,Male,Single,0,Graduate,Salaried,3.4,79174.42,254173.71,39319.83,1034954.98,49.66,553,0,3,8299934.83,300,Home,3572.02,Rural,N
Sunita Patel,55,Male,Married,1,Not Graduate,Unemployed,0.0,10000.0,36898.38,4065.93,133264.09,40.66,513,1,1,128629.5,120,Medical,2258.8,Rural,N
Vivaan Bansal,32,Female,Married,2,Graduate,Self-Employed,11.9,22020.98,49211.38,6419.78,318302.43,29.15,792,1,0,180025.78,300,Personal,3814.15,Urban,Y
Ishaan Chopra,63,Female,Married,0,Not Graduate,Business Owner,25.1,53725.46,189854.49,7544.23,81629.45,14.04,583,0,0,5735157.5,36,Home,4846368.02,Rural,N
Saanvi Tiwari,58,Male,Married,2,Graduate,Business Owner,1.4,113864.05,208794.71,16206.9,889264.03,14.23,770,1,0,693239.86,300,Vehicle,945013.21,Urban,Y
Ayaan Nair,29,Female,Married,0,Not Graduate,Unemployed,0.0,10000.0,56946.92,3796.82,67577.19,37.97,411,1,4,150237.23,12,Education,2848.84,Urban,N
Karan Kumar,48,Female,Married,3+,Graduate,Business Owner,12.4,451810.16,3439513.86,240996.19,3000000.0,53.34,607,1,0,10000000.0,120,Vehicle,4068.77,Urban,Y
Suresh Agarwal,37,Female,Married,1,Graduate,Self-Employed,13.3,119076.91,915965.86,25899.65,943942.13,21.75,565,1,0,2085517.51,120,Vehicle,2677742.29,Urban,Y
Diya Mehta,48,Male,Married,2,Not Graduate,Self-Employed,11.3,66486.68,125496.92,11902.83,477802.76,17.9,812,1,1,752945.19,240,Education,4129.31,Semiurban,Y
Manish Patel,46,Male,Single,1,Not Graduate,Salaried,7.7,34211.48,160542.38,18639.35,827008.16,54.48,515,0,3,384147.46,300,Education,3201.89,Urban,N
Neha Mishra,34,Female,Single,0,Graduate,Business Owner,3.8,183126.99,1240664.52,69847.48,1865828.76,38.14,578,1,1,10000000.0,240,Home,12280406.0,Urban,Y
Sunita Chopra,50,Female,Married,0,Graduate,Retired,32.2,32116.95,35777.29,7496.06,290695.89,23.34,658,1,0,206238.16,240,Vehicle,225933.26,Rural,Y
Pooja Reddy,32,Female,Married,1,Not Graduate,Unemployed,0.0,10000.0,32686.2,2337.99,99638.6,23.38,698,0,0,496973.12,300,Home,463878.54,Rural,N
Rohan Saxena,61,Male,Married,0,Graduate,Business Owner,16.0,136784.73,252660.46,5870.93,217186.73,4.29,586,0,2,7313073.5,12,Home,8138795.24,Semiurban,N
Kiara Nair,63,Male,Married,2,Not Graduate,Retired,25.0,49627.08,279597.46,4640.37,228468.13,9.35,758,0,2,4956915.39,240,Home,4056748.02,Urban,Y
Pooja Shah,28,Male,Married,2,Graduate,Salaried,2.4,87824.78,137728.34,3966.58,201967.94,4.52,630,1,1,4481206.34,24,Home,4486885.26,Semiurban,Y
Meera Iyer,53,Male,Single,0,Graduate,Business Owner,28.8,61676.75,352747.12,15763.88,490776.83,25.56,676,0,0,1894566.77,120,Business,3316275.76,Urban,Y
Aryan Sharma,62,Male,Married,1,Not Graduate,Salaried,32.5,80683.64,381840.75,32957.23,427683.84,40.85,614,0,1,9583418.44,60,Home,13371702.61,Urban,Y
Saanvi Gupta,26,Male,Single,0,Graduate,Salaried,4.7,83430.34,477535.82,33873.28,737703.49,40.6,640,0,3,326895.56,12,Education,1283.72,Semiurban,N
Vivaan Mehta,54,Male,Married,1,Graduate,Salaried,33.5,90201.75,264022.29,67942.46,2343938.26,75.32,603,1,0,4809015.38,60,Home,6775373.76,Urban,Y
Rahul Agarwal,63,Male,Married,2,Graduate,Self-Employed,13.2,68657.37,35842.84,33411.73,590102.06,48.66,554,0,0,3386166.28,60,Home,2667.92,Urban,N
Aarav Nair,31,Female,Married,0,Not Graduate,Self-Employed,4.8,22381.99,74476.04,9059.72,246958.38,40.48,693,1,0,1114493.97,180,Home,1610859.85,Semiurban,N
Pari Malhotra,47,Male,Married,2,Graduate,Salaried,6.0,107104.71,795332.51,54328.27,1143869.87,50.72,560,1,0,10000000.0,36,Home,13497135.02,Semiurban,Y
Diya Chopra,56,Male,Married,0,Graduate,Self-Employed,26.7,27867.22,155430.96,2668.71,114440.89,9.58,705,1,0,604671.07,24,Vehicle,732355.65,Rural,Y
Suresh Pandey,36,Female,Married,0,Graduate,Business Owner,3.8,159990.74,314012.11,71260.24,3000000.0,44.54,625,1,0,10000000.0,24,Home,15000000.0,Rural,N
Geeta Patel,31,Male,Married,1,Graduate,Salaried,8.2,55704.52,404518.09,21248.88,415107.16,38.15,710,1,0,4316529.57,180,Business,6603541.97,Semiurban,Y
Anjali Reddy,38,Male,Married,3+,Graduate,Salaried,6.5,108813.87,681661.97,3205.17,64248.24,2.95,675,1,0,583150.53,300,Medical,1582.81,Semiurban,Y
Vihaan Singh,36,Male,Single,1,Graduate,Retired,21.1,13406.24,25476.09,2828.3,103448.61,21.1,572,0,3,160162.8,120,Education,4787.1,Urban,N
Kabir Tiwari,53,Male,Single,1,Graduate,Self-Employed,26.7,34755.0,203542.36,17610.56,694976.38,50.67,646,1,0,1432108.32,12,Home,1978528.43,Rural,Y
Aryan Iyer,37,Male,Single,0,Graduate,Retired,29.9,23313.0,100390.98,5391.41,285404.75,23.13,613,1,0,276033.43,240,Medical,431454.72,Semiurban,Y
Amit Desai,37,Male,Single,1,Graduate,Salaried,12.3,60849.66,82109.26,13685.32,397373.89,22.49,711,0,0,1139090.07,120,Education,4804.79,Urban,N
Neha Desai,63,Male,Married,2,Graduate,Business Owner,19.6,111906.71,769041.59,69049.98,2344480.27,61.7,560,1,0,227090.86,120,Personal,4504.25,Rural,N
Kavita Bansal,47,Male,Single,0,Graduate,Salaried,5.7,94096.19,520082.81,25453.46,280656.63,27.05,601,1,1,2487413.82,120,Business,3562358.7,Semiurban,Y
Suresh Desai,62,Male,Married,2,Graduate,Salaried,30.9,118157.66,874246.57,29386.8,1231237.57,24.87,773,0,1,8495327.25,12,Home,227.31,Semiurban,N
Kabir Malhotra,52,Female,Married,2,Graduate,Salaried,31.9,60439.84,251815.48,22703.76,1076844.45,37.56,539,0,0,1167414.22,24,Vehicle,2751.49,Semiurban,N
Kavita Nair,60,Male,Married,2,Graduate,Salaried,30.1,100162.26,342037.04,17407.4,592914.4,17.38,636,1,0,1408255.12,12,Education,2737.53,Urban,Y
Amit Reddy,29,Male,Single,1,Graduate,Self-Employed,3.5,182669.67,837154.12,106408.88,2083784.76,58.25,692,1,0,1870851.15,240,Other,3920.38,Urban,Y
Manish Reddy,63,Male,Married,0,Not Graduate,Business Owner,26.1,74398.11,241866.7,25316.8,858129.55,34.03,732,1,0,3134223.11,36,Business,662.84,Urban,Y
Navya Khanna,63,Female,Single,1,Not Graduate,Salaried,9.9,74436.71,540521.03,14795.66,345054.21,19.88,684,0,1,1113741.25,120,Vehicle,1018491.09,Urban,N
Anjali Kapoor,22,Male,Single,0,Not Graduate,Salaried,3.7,199709.22,114640.96,76120.28,3000000.0,38.12,794,0,0,2896225.91,60,Medical,3235575.09,Urban,Y
Suresh Chopra,37,Female,Single,0,Not Graduate,Retired,19.5,50544.69,81374.3,21602.84,695030.56,42.74,742,1,0,140441.49,12,Personal,4030.81,Semiurban,Y
Krishna Tiwari,39,Male,Married,0,Not Graduate,Retired,17.6,83287.01,130406.15,20593.55,1033905.3,24.73,771,1,0,1019071.95,480,Business,1585733.4,Semiurban,Y
Navya Iyer,39,Female,Married,0,Graduate,Self-Employed,20.6,78397.79,158219.68,9904.36,560007.63,12.63,733,1,0,1505476.35,180,Personal,2474.18,Urban,Y
Karan Verma,56,Male,Married,0,Graduate,Salaried,10.8,62922.61,459346.86,14703.67,338931.39,23.37,388,0,3,959848.76,180,Education,1385580.88,Semiurban,N
Navya Tiwari,52,Female,Married,1,Graduate,Self-Employed,19.1,92042.75,437449.96,35068.03,1345302.19,38.1,679,0,0,7881098.12,120,Home,3820.47,Semiurban,N
Tara Rao,30,Male,Married,0,Graduate,Salaried,6.0,49923.04,80358.35,14550.2,794779.54,29.15,714,0,0,766544.67,360,Personal,4916.14,Urban,Y
Ishaan Bansal,48,Male,Married,2,Graduate,Salaried,7.4,75767.44,130372.51,11755.03,628989.66,15.51,633,1,0,7546558.64,120,Home,11331477.45,Urban,Y
Myra Agarwal,64,Female,Single,0,Graduate,Salaried,4.3,134078.41,505089.54,6259.36,142866.29,4.67,534,0,2,2113144.48,120,Education,4685.22,Semiurban,Y
Kabir Shah,40,Female,Single,0,Graduate,Self-Employed,0.6,38996.49,261604.14,16916.88,208144.97,43.38,700,0,0,343927.53,60,Medical,2254.47,Urban,N
Sai Mehta,62,Female,Married,0,Graduate,Business Owner,21.3,145038.68,455544.78,27470.19,894500.59,18.94,455,0,5,2669777.4,120,Education,216.31,Rural,N
Krishna Mehta,50,Male,Married,0,Graduate,Unemployed,0.0,16403.53,97805.16,7069.66,219404.51,43.1,636,0,0,277431.93,12,Personal,4534.58,Semiurban,N
Priya Sharma,62,Male,Married,0,Graduate,Self-Employed,1.9,104257.04,492143.56,24833.53,1276387.19,23.82,566,1,1,6508914.2,480,Business,2336.08,Rural,Y
Tara Shah,61,Male,Married,2,Graduate,Salaried,26.2,48224.86,235307.37,9283.01,165377.83,19.25,546,0,5,1818391.32,180,Business,1492699.03,Urban,N
Ishaan Pandey,21,Female,Married,2,Graduate,Salaried,1.8,80441.69,267581.19,17795.95,730177.09,22.12,504,0,3,1031260.05,240,Personal,2591.49,Rural,N
Amit Singh,57,Male,Married,0,Graduate,Business Owner,16.2,125766.88,67779.11,13312.8,336998.49,10.59,740,1,1,2289285.48,300,Vehicle,3516.21,Urban,Y
Aryan Shah,29,Male,Married,0,Not Graduate,Salaried,9.5,51093.04,82266.88,18071.21,583682.51,35.37,723,1,0,861172.62,60,Personal,1043457.64,Urban,Y
Anika Kumar,58,Male,Married,1,Graduate,Salaried,3.0,80970.93,491674.56,28836.77,1615757.73,35.61,742,0,0,6137160.79,24,Business,2972.59,Rural,Y
Manish Sharma,57,Female,Married,1,Graduate,Salaried,24.4,87025.93,203079.02,9829.05,491018.9,11.29,716,0,0,3691049.45,180,Home,2974952.97,Urban,Y
Aadhya Desai,32,Male,Single,0,Not Graduate,Retired,26.1,67894.0,274292.63,25293.98,869160.13,37.26,508,0,0,3615777.87,300,Home,3316646.98,Urban,N
Sai Bansal,23,Male,Single,0,Not Graduate,Self-Employed,4.5,51966.23,112924.28,32706.87,1546789.69,62.94,454,1,0,760448.12,36,Personal,4053.41,Semiurban,N
Sanjay Malhotra,39,Male,Single,0,Graduate,Business Owner,4.5,121773.24,190903.07,45681.66,1939678.64,37.51,614,0,0,6018162.33,36,Home,10361386.32,Semiurban,N
Riya Mehta,34,Male,Single,0,Graduate,Self-Employed,8.4,56614.63,119365.24,6469.68,364062.25,11.43,656,0,0,3643191.36,36,Home,5670850.55,Urban,Y
Kiara Mehta,45,Male,Married,1,Not Graduate,Business Owner,18.0,36852.15,229057.57,1470.59,68976.63,3.99,497,0,0,679994.7,24,Personal,1064.0,Urban,N
Reyansh Kapoor,24,Female,Single,0,Graduate,Self-Employed,4.7,76767.55,475971.25,18441.16,1088456.1,24.02,700,0,0,4690737.65,360,Business,7216212.24,Urban,N
Vivaan Verma,22,Male,Married,1,Graduate,Self-Employed,1.1,129957.94,807758.53,22041.73,564959.74,16.96,741,1,0,3262908.9,60,Other,4113061.07,Semiurban,Y
Reyansh Nair,40,Male,Married,1,Graduate,Salaried,1.2,65186.26,182762.04,16529.47,226397.67,25.36,552,1,0,7247886.04,36,Home,4198.68,Urban,N
Suresh Kumar,55,Male,Single,1,Not Graduate,Salaried,13.0,64198.99,474515.15,7294.2,319501.57,11.36,613,1,0,1023224.36,24,Vehicle,1632728.49,Semiurban,Y
Neha Nair,35,Male,Single,0,Not Graduate,Unemployed,0.0,10000.0,78430.16,3760.34,190269.14,37.6,634,0,0,181963.84,12,Education,687.51,Semiurban,N
Diya Shah,35,Female,Married,1,Graduate,Salaried,8.4,56128.35,321906.1,11565.29,671934.87,20.61,497,0,1,3519369.3,180,Home,3883243.41,Rural,N
Lakshmi Iyer,28,Male,Married,0,Not Graduate,Salaried,4.5,28943.87,98640.71,6691.42,364876.14,23.12,451,0,2,188214.94,300,Medical,522.72,Semiurban,N
Ishaan Sharma,33,Female,Single,1,Graduate,Salaried,7.4,67246.09,479422.98,24095.42,376091.09,35.83,620,1,0,2946746.55,360,Business,2851607.19,Urban,Y
Lakshmi Reddy,34,Male,Married,0,Graduate,Business Owner,5.3,80492.47,442750.07,4341.09,76472.26,5.39,643,1,0,1680890.07,60,Business,1648842.08,Rural,Y
Anika Kumar,32,Male,Single,1,Graduate,Unemployed,0.0,10000.0,54748.54,2753.28,124145.89,27.53,604,0,0,128982.89,36,Personal,2344.39,Rural,N
Rohan Gupta,36,Male,Married,2,Graduate,Salaried,3.4,59149.22,220637.76,10741.84,453979.13,18.16,607,1,1,1397444.72,36,Other,2177.89,Urban,Y
Sanjay Khanna,33,Male,Single,1,Graduate,Self-Employed,9.3,84804.43,569137.7,50536.16,573958.43,59.59,624,1,2,766831.39,360,Vehicle,960954.24,Urban,Y
Kavita Agarwal,51,Male,Married,0,Not Graduate,Salaried,18.2,105434.98,519759.68,21422.99,777190.04,20.32,527,1,0,850076.56,60,Education,4853.35,Semiurban,Y
Kabir Reddy,36,Male,Married,1,Graduate,Self-Employed,14.4,201531.04,1391158.81,52014.54,1532483.8,25.81,812,1,0,10000000.0,360,Home,15000000.0,Urban,Y
Divya Reddy,54,Female,Single,1,Graduate,Self-Employed,2.2,183519.66,998673.08,14150.45,360519.09,7.71,688,0,0,2242559.25,60,Vehicle,3377704.76,Urban,Y
Vivaan Malhotra,48,Male,Married,0,Not Graduate,Salaried,14.7,35418.1,213507.89,7481.96,80138.81,21.12,602,0,0,2925159.16,36,Home,4932445.4,Semiurban,N
Sai Joshi,49,Male,Single,0,Not Graduate,Salaried,29.5,51386.55,350989.58,11414.26,146993.72,22.21,666,0,0,878089.35,180,Personal,3164.34,Semiurban,Y
Riya Saxena,47,Male,Married,0,Graduate,Salaried,11.3,62970.44,201514.32,18232.55,969929.39,28.95,714,1,0,844258.05,180,Education,4094.18,Rural,Y
Meera Gupta,62,Male,Married,1,Graduate,Unemployed,0.0,10000.0,24251.59,1352.74,24311.39,13.53,677,0,1,121823.31,36,Business,181697.7,Urban,N
Sunita Agarwal,32,Male,Married,0,Not Graduate,Business Owner,12.4,188586.97,151443.21,47603.69,2137504.92,25.24,739,0,0,10000000.0,12,Home,10868157.79,Urban,Y
Suresh Gupta,65,Male,Married,2,Graduate,Self-Employed,27.6,128868.42,564348.37,30274.99,1160613.14,23.49,574,1,0,1413131.71,24,Vehicle,4856.24,Urban,Y
Rajesh Singh,30,Female,Single,0,Not Graduate,Salaried,3.0,43524.88,51720.57,4260.14,188855.12,9.79,587,0,2,3281733.73,24,Home,1144.08,Semiurban,N
Arjun Pandey,27,Female,Single,0,Not Graduate,Unemployed,0.0,14255.25,69973.7,6814.03,160759.99,47.8,777,1,0,52620.68,360,Education,68935.98,Urban,Y
Karan Rao,58,Male,Single,0,Graduate,Retired,21.2,13543.23,33678.27,1663.61,34040.77,12.28,600,1,0,889085.36,120,Home,3030.34,Urban,Y
Arjun Desai,61,Male,Married,0,Graduate,Salaried,11.0,140825.39,677125.0,12193.14,264811.7,8.66,696,1,2,1891467.01,180,Vehicle,2050.96,Urban,Y
Diya Patel,25,Female,Single,0,Graduate,Salaried,0.2,104112.55,286366.0,41304.38,906023.75,39.67,900,1,0,1622797.5,360,Personal,4237.68,Urban,Y
Dhruv Malhotra,47,Male,Married,2,Graduate,Salaried,12.1,62522.08,391056.21,1812.91,57544.92,2.9,691,1,0,429642.6,24,Vehicle,520352.96,Semiurban,Y
Sanjay Kapoor,44,Female,Married,1,Graduate,Self-Employed,23.9,67449.56,364830.67,16618.22,849864.9,24.64,560,0,2,1286752.51,240,Education,3768.31,Rural,Y
Arjun Joshi,30,Female,Married,0,Graduate,Salaried,0.5,76942.79,493985.04,39160.11,1362259.76,50.9,542,0,3,3548833.67,180,Home,3415421.38,Urban,N
Shreya Kumar,44,Male,Married,2,Graduate,Salaried,10.7,78765.72,143890.89,10844.94,568614.86,13.77,718,1,0,9324224.63,120,Home,15000000.0,Urban,Y
Dhruv Kapoor,51,Male,Single,1,Graduate,Salaried,16.9,100451.88,210987.93,42738.81,2278270.25,42.55,751,1,0,10000000.0,12,Home,3582.92,Semiurban,Y
Divya Patel,46,Female,Single,0,Graduate,Unemployed,0.0,10000.0,63800.87,1890.63,63220.11,18.91,705,1,0,224260.03,300,Business,340461.26,Semiurban,N
Yash Shah,44,Male,Married,0,Graduate,Business Owner,25.7,63252.46,464756.31,13113.43,615343.78,20.73,724,1,0,751602.27,360,Vehicle,656845.61,Semiurban,Y
Navya Agarwal,60,Male,Married,0,Not Graduate,Self-Employed,27.4,153436.75,1035190.94,71165.79,915450.73,46.38,445,1,0,748965.8,12,Personal,2382.09,Semiurban,N
Riya Agarwal,31,Male,Married,1,Graduate,Salaried,8.7,47398.44,337341.24,7132.31,80468.76,15.05,656,1,0,3209041.29,24,Home,3676353.48,Urban,Y
Rahul Mehta,49,Male,Married,1,Graduate,Salaried,3.3,54370.84,432860.31,19452.1,879438.27,35.78,354,0,4,2423722.63,60,Home,3059290.4,Rural,N
Saanvi Nair,35,Male,Married,2,Graduate,Unemployed,0.0,15133.44,55391.61,1444.57,37113.36,9.55,838,1,0,1118897.49,480,Home,1055399.55,Rural,Y
Pari Joshi,64,Male,Single,1,Graduate,Unemployed,0.0,10000.0,32029.14,2722.14,59084.88,27.22,513,1,0,201494.12,36,Vehicle,163571.09,Semiurban,N
Aryan Reddy,32,Female,Married,2,Not Graduate,Salaried,7.7,37286.53,228038.01,12391.05,464646.02,33.23,779,0,0,282536.93,60,Education,344882.42,Urban,Y
Rahul Desai,60,Female,Married,3+,Graduate,Salaried,0.7,97335.19,507826.74,31278.29,703715.93,32.13,695,1,0,7280445.32,24,Home,9485729.85,Urban,Y
Shreya Malhotra,49,Female,Single,1,Not Graduate,Self-Employed,30.5,32142.84,41999.43,17243.94,970668.25,53.65,681,1,0,350315.11,180,Vehicle,346348.01,Semiurban,N
Arjun Bansal,30,Male,Married,1,Not Graduate,Self-Employed,2.3,18202.93,90165.52,9025.39,154772.28,49.58,626,0,3,272636.15,180,Personal,4285.4,Rural,N
Riya Kapoor,55,Male,Single,0,Graduate,Salaried,2.2,102033.18,690762.73,25278.9,1185720.36,24.78,613,1,0,9085656.19,300,Home,3952.27,Urban,N
Ishaan Verma,31,Female,Single,0,Graduate,Business Owner,4.8,27701.89,98426.66,5365.37,277150.61,19.37,528,0,1,1995937.72,12,Home,2269646.98,Semiurban,N
Lakshmi Gupta,32,Female,Single,0,Graduate,Self-Employed,10.0,84781.47,63063.49,9611.69,468819.69,11.34,534,0,0,1250374.35,60,Personal,1323.44,Semiurban,N
Neha Joshi,36,Male,Single,0,Not Graduate,Unemployed,0.0,14027.26,89821.55,3580.38,149944.69,25.52,452,1,1,719794.28,480,Business,628349.66,Semiurban,N
Manish Rao,51,Female,Married,1,Graduate,Self-Employed,31.1,127778.12,426163.13,63500.99,3000000.0,49.7,634,0,0,10000000.0,300,Home,15000000.0,Urban,N
Manish Mishra,38,Male,Single,0,Graduate,Salaried,11.6,83294.0,279179.73,22338.12,896314.85,26.82,579,1,0,9675548.78,24,Home,15000000.0,Urban,Y
Aditya Kumar,46,Female,Single,1,Not Graduate,Unemployed,0.0,10000.0,22922.86,1990.64,102596.38,19.91,636,1,0,246115.59,180,Vehicle,403021.5,Urban,Y
Sai Tiwari,45,Female,Single,0,Graduate,Retired,33.3,103082.98,535234.26,11909.42,205071.9,11.55,736,1,1,1639315.63,36,Education,4419.94,Semiurban,Y
Rajesh Verma,29,Female,Married,1,Graduate,Salaried,2.8,52298.6,338227.8,15246.75,354347.75,29.15,612,0,1,679528.75,36,Personal,3843.31,Urban,N
Lakshmi Nair,31,Male,Married,1,Graduate,Salaried,0.0,68517.43,423013.43,24540.13,1470341.07,35.82,870,0,0,1712259.84,180,Vehicle,2148.82,Urban,N
Amit Sharma,34,Male,Married,2,Not Graduate,Salaried,11.0,49018.06,44801.12,4499.87,114495.6,9.18,613,1,0,313232.03,60,Vehicle,3720.19,Semiurban,Y
Riya Rao,31,Female,Single,0,Graduate,Self-Employed,2.4,29331.96,80076.75,20715.51,508110.75,70.62,578,1,1,2045058.01,240,Business,3481955.97,Urban,N
